Name,Artist,Composer,Album,Grouping,Work,Movement Number,Movement Count,Movement Name,Genre,Size,Time,Disc Number,Disc Count,Track Number,Track Count,Year,Date Modified,Date Added,Bit Rate,Sample Rate,Volume Adjustment,Kind,Equalizer,Comments,Plays,Last Played,Skips,Last Skipped,My Rating,Location
ROCKSTAR (feat. Roddy Ricch),DaBaby,"Jonathan Lyndale Kirk, Rodrick Wayne Moore & Ross Joseph Portaro IV",BLAME IT ON BABY,,,,,,Hip-Hop/Rap,6560516,181,1,1,7,13,2020,"4/25/21, 2:10 PM","4/25/21, 2:10 PM",256,44100,,Apple Music AAC audio file,,,12,"1/4/22, 1:43 PM",,,,
My Way,Calvin Harris,Calvin Harris,My Way - Single,,,,,,Dance,8181902,219,1,1,1,1,2016,"2/28/17, 1:51 PM","2/28/17, 1:51 PM",256,44100,,Apple Music AAC audio file,,,166,"1/4/22, 1:47 PM",1,"12/14/18, 2:13 AM",,
A Deeper Love,"Nicola Fasano, Dual Beat & Plastik Funk","Nicola Fasano, Dual Beat, Plastik Funk, Marco Duderstadt, Dirk Duderstadt, R. Clivilles & D. Cole",A Deeper Love - EP,,,,,,Dance,6273978,173,1,1,1,4,2021,"4/25/21, 3:00 PM","4/25/21, 3:00 PM",256,44100,,Apple Music AAC audio file,,,11,"1/4/22, 1:50 PM",,,,
Dark Beat (Chus & Ceballos Remix),Oscar G & Ralph Falcon,,Dark Beat,,,,,,Dance,17062977,500,1,1,1,6,2002,"4/25/21, 3:16 PM","4/25/21, 3:16 PM",256,44100,,Apple Music AAC audio file,,,9,"1/4/22, 1:58 PM",1,"4/28/21, 11:53 PM",,
Sugar (feat. Domino),Benny Benassi,"Giancarlo Constantin, Marco Benassi, Damiano Rubino, Justin Jesso, Mutungi, Riccardo Marchi, Ki Fitzgerald & Andrea Mazzali",Sugar (feat. Domino) - Single,,,,,,Dance,5528914,152,1,1,1,1,2021,"4/25/21, 3:25 PM","4/25/21, 3:25 PM",256,44100,,Apple Music AAC audio file,,,13,"1/4/22, 2:01 PM",,,,
Prisoner (feat. Dua Lipa) [Jax Jones Remix],Miley Cyrus,"Miley Cyrus, Dua Lipa, Andrew Wotman, Jordan K. Johnson, Marcus Lomax, Stefan Johnson, Ali Tamposi, Jonathan Bellion & Michael Pollack",Prisoner (feat. Dua Lipa) [Jax Jones Remix] - Single,,,,,,Pop,7984004,226,1,1,1,1,2021,"4/25/21, 3:27 PM","4/25/21, 3:27 PM",256,44100,,Apple Music AAC audio file,,,32,"1/4/22, 2:31 PM",1,"6/5/21, 9:24 PM",,
My House (Jameston Thieves & ARKN Remix),Flo Rida,"Johan Carlsson, Marco Borrero, Ross Golan, Roy C Hammond & Roy Hammond",My House (Remixes) - EP,,,,,,Hip-Hop/Rap,11891350,334,1,1,2,4,2015,"4/25/21, 3:38 PM","4/25/21, 3:38 PM",256,44100,,Apple Music AAC audio file,,,22,"1/4/22, 2:10 PM",,,,
Cheerleader (Felix Jaehn Remix Radio Edit),Omi,,Ultra Dance 16,,,,,,Dance,6686579,180,1,2,11,12,2014,"4/25/21, 3:43 PM","4/25/21, 3:43 PM",256,44100,,Apple Music AAC audio file,,,18,"1/4/22, 2:13 PM",,,,
Take Me to Church,Hozier,Andrew Hozier-Byrne,Hozier,,,,,,Alternative,8560765,241,1,1,1,13,2013,"4/25/21, 3:54 PM","4/25/21, 3:54 PM",256,44100,,Apple Music AAC audio file,,,25,"1/4/22, 2:21 PM",,,,
Dreams,THAT KIND,Stevie Nicks,One Last Time / Dreams - Single,,,,,,Dance,8167168,228,1,1,2,2,2020,"4/25/21, 3:56 PM","4/25/21, 3:56 PM",256,44100,,Apple Music AAC audio file,,,15,"1/4/22, 2:25 PM",,,,
You Gotta Be (feat. Reigan) [MOTi & Terry McLove Remix],Bombs Away,,You Gotta Be (feat. Reigan) [MOTi & Terry McLove Remix] - Single,,,,,,Dance,5719378,157,1,1,1,1,2019,"4/25/21, 3:59 PM","4/25/21, 3:59 PM",256,44100,,Apple Music AAC audio file,,,16,"1/4/22, 2:28 PM",,,,
Prisoner (feat. Dua Lipa) [Jax Jones Remix],Miley Cyrus,"Miley Cyrus, Dua Lipa, Andrew Wotman, Jordan K. Johnson, Marcus Lomax, Stefan Johnson, Ali Tamposi, Jonathan Bellion & Michael Pollack",Prisoner (feat. Dua Lipa) [Jax Jones Remix] - Single,,,,,,Pop,7984004,226,1,1,1,1,2021,"4/25/21, 3:27 PM","4/25/21, 3:27 PM",256,44100,,Apple Music AAC audio file,,,32,"1/4/22, 2:31 PM",1,"6/5/21, 9:24 PM",,
Dreams (feat. Lanie Gardner),David Guetta & MORTEN,Stevie Nicks,Dreams (feat. Lanie Gardner) - Single,,,,,,Dance,7210822,204,1,1,1,2,2020,"4/25/21, 5:29 PM","4/25/21, 5:29 PM",256,44100,,Apple Music AAC audio file,,,15,"7/11/21, 7:20 PM",1,"1/4/22, 2:32 PM",,
Sunglasses at Night,Corey Hart,,Corey Hart: The Singles,,,,,,Rock,11425216,320,1,1,3,15,1984,"4/25/21, 5:32 PM","4/25/21, 5:32 PM",256,44100,,Apple Music AAC audio file,,,13,"5/30/21, 12:58 PM",2,"1/4/22, 2:32 PM",,
Time After Time,Distant Soundz,Cyndi Lauper & R.A. Hyman,Time After Time - EP,,,,,,Garage,5743810,157,1,1,1,5,2001,"4/25/21, 5:35 PM","4/25/21, 5:35 PM",256,44100,,Apple Music AAC audio file,,,13,"5/30/21, 1:01 PM",,,,
"Stayin' Alive (From ""Saturday Night Fever"" Soundtrack)",Bee Gees,"Maurice Gibb, Robin Gibb & Barry Gibb",Bee Gees: 1976 - 1979 - EP,,,,,,Pop,11318464,284,1,1,2,6,1977,"4/27/21, 1:20 PM","4/27/21, 1:20 PM",256,44100,,Apple Music AAC audio file,,,16,"1/4/22, 2:36 PM",,,,
Operator (That's Not the Way It Feels),Jim Croce,Croce & Jim Croce,You Don't Mess Around With Jim,,,,,,Rock,8609071,230,1,1,7,12,1972,"5/3/21, 8:33 PM","5/3/21, 8:33 PM",256,44100,,Apple Music AAC audio file,,,13,"1/4/22, 2:44 PM",1,"5/11/21, 3:25 PM",,
Innerbloom,RÜFÜS DU SOL,"Tyrone Lindqvist, James Hunt & Jon George",Bloom,,,,,,Electronic,20245860,578,1,1,11,11,2015,"5/11/21, 11:20 PM","5/11/21, 11:20 PM",256,44100,,Apple Music AAC audio file,,,4,"6/9/21, 7:22 PM",1,"1/4/22, 2:44 PM",,
Piece Of Your Heart,Meduza & Goodboys,"Mattia Vitale, Simone Giani, Luca De Gregorio, Joshua Grimmett, Connor Manning & Nathan Cross",Piece Of Your Heart - Single,,,,,,Dance,5562884,152,1,1,1,1,2019,"3/4/20, 10:22 PM","3/4/20, 10:22 PM",256,44100,,Apple Music AAC audio file,,,28,"1/4/22, 2:49 PM",,"11/27/20, 7:57 PM",,
Fav Boyz (feat. Thutmose) [Steve Aoki's Gold Star Remix],A.C.E,"Steve Aoki, Andreas Öhrn, MAD FRESH, Young J, Hwang Yubin, Bigtone & Umar Ibrahim",Fav Boyz (Steve Aoki's Gold Star Remix) - Single,,,,,,K-Pop,8145919,230,1,1,2,3,2021,"5/30/21, 5:39 PM","5/30/21, 5:39 PM",256,44100,,Apple Music AAC audio file,,,10,"7/20/21, 1:44 PM",,,,
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,"Armando Pérez, Max Martin, Savan Kotecha & Shellback",Versus,,,,,,R&B/Soul,8039634,220,1,1,2,9,2010,"5/30/21, 6:16 PM","5/30/21, 6:16 PM",256,44100,,Apple Music AAC audio file,,,9,"7/20/21, 1:40 PM",,,,
DÁKITI,Bad Bunny & Jhay Cortez,Benito A. Martinez Ocasio & Gabriel Mora,EL ÚLTIMO TOUR DEL MUNDO,,,,,,Urbano latino,7444748,205,1,1,11,16,2020,"6/13/21, 7:31 PM","6/13/21, 7:31 PM",256,44100,,Apple Music AAC audio file,,,47,"1/4/22, 2:56 PM",,,,
360 (feat. MC Juninho FSF),"LUCK MUZIK, MC Mirella & Rennan da Penha",Paulo Cesar Colombo Junior & Cesar Marcos dos Santos Pontes,360 (feat. MC Juninho FSF) - Single,,,,,,Baile Funk,5379442,146,1,1,1,1,2020,"6/20/21, 6:43 AM","6/20/21, 6:43 AM",256,44100,,Apple Music AAC audio file,,,7,"11/26/21, 10:37 AM",1,"1/4/22, 2:56 PM",,
Si Es Trucho Es Trucho (Remix),"Axel Rulay, Farruko & El Alfa",Axel Rulay,Si Es Trucho Es Trucho (Remix) - Single,,,,,,Modern Dancehall,11440728,329,1,1,1,1,2021,"6/20/21, 6:44 AM","6/20/21, 6:44 AM",256,44100,,AAC audio file,,,4,"7/20/21, 1:33 PM",,,,
DÁKITI,Bad Bunny & Jhay Cortez,Benito A. Martinez Ocasio & Gabriel Mora,EL ÚLTIMO TOUR DEL MUNDO,,,,,,Urbano latino,7444748,205,1,1,11,16,2020,"6/13/21, 7:31 PM","6/13/21, 7:31 PM",256,44100,,Apple Music AAC audio file,,,47,"1/4/22, 2:56 PM",,,,
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,"Armando Pérez, Max Martin, Savan Kotecha & Shellback",Versus,,,,,,R&B/Soul,8039634,220,1,1,2,9,2010,"5/30/21, 6:16 PM","5/30/21, 6:16 PM",256,44100,,Apple Music AAC audio file,,,9,"7/20/21, 1:40 PM",,,,
Fav Boyz (feat. Thutmose) [Steve Aoki's Gold Star Remix],A.C.E,"Steve Aoki, Andreas Öhrn, MAD FRESH, Young J, Hwang Yubin, Bigtone & Umar Ibrahim",Fav Boyz (Steve Aoki's Gold Star Remix) - Single,,,,,,K-Pop,8145919,230,1,1,2,3,2021,"5/30/21, 5:39 PM","5/30/21, 5:39 PM",256,44100,,Apple Music AAC audio file,,,10,"7/20/21, 1:44 PM",,,,
good 4 u,Olivia Rodrigo,Olivia Rodrigo & Daniel Nigro,SOUR,,,,,,Pop,6379749,178,1,1,6,11,2021,"6/20/21, 8:34 PM","6/20/21, 8:34 PM",256,44100,,Apple Music AAC audio file,,,15,"7/23/21, 4:19 PM",,,,
Stole the Show (feat. Parson James),Kygo,,Cloud Nine,,,,,,Dance,8225074,222,1,1,2,15,2015,"6/22/21, 6:25 PM","6/22/21, 6:25 PM",256,44100,,Apple Music AAC audio file,,,19,"1/4/22, 3:00 PM",,,,
Wicked Games (feat. Anna Naklab),Parra for Cuva,Chris Isaak,Wicked Games (feat. Anna Naklab) - Single,,,,,,Dance,12041436,358,1,1,2,2,2013,"6/22/21, 6:43 PM","6/22/21, 6:43 PM",256,44100,,Apple Music AAC audio file,,,17,"1/4/22, 3:11 PM",1,"6/27/21, 8:17 PM",,
Just the Two of Us,Kauai45 & Sweet Cocoa,Grover Washington Jr. & Bill Withers,Just the Two of Us - Single,,,,,,R&B/Soul,4407048,117,1,1,1,1,2020,"7/15/21, 11:45 PM","7/15/21, 11:45 PM",256,44100,,Apple Music AAC audio file,,,13,"1/4/22, 3:13 PM",,,,
Watermelon Sugar,Harry Styles,"Harry Styles, Mitch Rowland, Thomas Hull & Tyler Johnson",Fine Line,,,,,,Pop,6431434,173,1,1,2,12,2019,"7/5/21, 12:58 AM","7/5/21, 12:58 AM",256,44100,,Apple Music AAC audio file,,,36,"1/5/22, 11:25 AM",,,,
Tennessee Whiskey,Chris Stapleton,Dean Dillon & Linda Hargrove,Traveller,,,,,,Country,10137729,293,1,1,3,14,2015,"12/9/18, 1:28 AM","12/9/18, 1:28 AM",256,44100,,Apple Music AAC audio file,,,11,"1/5/22, 11:31 AM",,,,
Moneyworld,Lu-Ni,Lu-Ni,Gata,,,,,,Latin,6664848,187,1,1,11,12,2019,"6/30/21, 6:06 PM","6/30/21, 6:06 PM",256,44100,,Apple Music AAC audio file,,,50,"1/5/22, 11:34 AM",,,,
I Am the King,James Meyers,,I Am the King - Single,,,,,,Hip-Hop,9196802,260,1,1,1,1,2015,"7/5/21, 9:08 PM","7/5/21, 9:08 PM",256,44100,,Apple Music AAC audio file,,,22,"1/5/22, 11:38 AM",1,"7/10/21, 6:50 PM",,
In the End,LINKIN PARK,"Brad Delson, Chester Charles Bennington, Joseph Hahn, Michael Kenji Shinoda & Robert Gregory Bourdon",Hybrid Theory (Deluxe Edition),,,,,,Alternative,7937406,216,1,1,8,16,2000,"7/15/21, 12:25 PM","7/15/21, 12:25 PM",256,44100,,Apple Music AAC audio file,,,13,"1/5/22, 11:42 AM",,,,
DÁKITI,Bad Bunny & Jhay Cortez,Benito A. Martinez Ocasio & Gabriel Mora,EL ÚLTIMO TOUR DEL MUNDO,,,,,,Urbano latino,7444748,205,1,1,11,16,2020,"6/13/21, 7:31 PM","6/13/21, 7:31 PM",256,44100,,Apple Music AAC audio file,,,47,"1/4/22, 2:56 PM",,,,
Adore You,Harry Styles,"Harry Styles, Thomas Hull, Amy Allen & Tyler Johnson",Fine Line,,,,,,Pop,7357765,207,1,1,3,12,2019,"6/27/21, 2:20 PM","6/27/21, 2:20 PM",256,44100,,Apple Music AAC audio file,,,40,"1/5/22, 11:49 AM",,,,
Current Mood,Gregory David,Gregory Clark,Short Stories - EP,,,,,,Hip-Hop/Rap,7126999,200,1,1,2,4,2019,"6/30/21, 1:26 AM","6/30/21, 1:26 AM",256,44100,,Apple Music AAC audio file,,,28,"9/6/21, 3:52 PM",2,"7/20/21, 2:44 PM",,
Your Good Lies,Vividry,Daniel Gunnarsson,Your Good Lies,,,,,,R&B/Soul,6609544,183,1,1,5,9,2019,"7/1/21, 7:19 PM","7/1/21, 7:19 PM",256,44100,,Apple Music AAC audio file,,,24,"9/6/21, 3:55 PM",2,"1/5/22, 1:46 PM",,
Rolling in the Deep,Adele,Adele Adkins & Paul Epworth,21,,,,,,Pop,,228,1,1,1,12,2011,"12/21/13, 9:17 AM","10/3/12, 1:00 AM",256,44100,,Purchased AAC audio file,,,43,"7/26/21, 12:33 PM",2,"1/5/22, 1:46 PM",100,
Old Town Road,Lil Nas X,"Montero Lamar Hill, Michael Trent Reznor & Atticus Matthew Ross",7 - EP,,,,,,Hip-Hop/Rap,4278627,113,1,1,8,8,2018,"9/6/19, 8:43 PM","9/6/19, 8:43 PM",256,44100,,Apple Music AAC audio file,,,90,"1/5/22, 1:48 PM",3,"1/5/22, 1:46 PM",,
Friendships,Pascal Letoublon,,Friendships - Single,,,,,,House,8423856,242,1,1,1,1,2017,"7/8/21, 1:46 AM","7/8/21, 1:46 AM",256,44100,,Apple Music AAC audio file,,,13,"1/6/22, 3:08 PM",,,,
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.","Bill Withers, Ralph MacDonald & William Salter",Love Songs,,,,,,Jazz,15763145,438,1,1,1,13,1980,"7/15/21, 11:44 PM","7/15/21, 11:44 PM",256,44100,,Apple Music AAC audio file,,,10,"1/6/22, 3:32 PM",,,,
Entropy,Gregory David,Gregory David,Pendulous,,,,,,Hip-Hop/Rap,6976379,196,1,1,2,8,2020,"7/8/21, 4:24 AM","7/8/21, 4:24 AM",256,44100,,Apple Music AAC audio file,,,12,"7/26/21, 12:48 PM",,,,
Bad Company,Bad Company,Paul Rodgers & Simon Kirke,Bad Company,,,,,,Rock,10882422,291,1,1,5,8,1974,"7/14/21, 9:06 AM","7/14/21, 9:06 AM",256,44100,,Apple Music AAC audio file,,,6,"7/26/21, 12:53 PM",,,,
In the End (feat. Fleurie) [Mellen Gi Remix],Tommee Profitt & Mellen Gi,"Chester Bennington, Mike Shinoda, Robert Bourdon, Joseph Hahn & Brad Delson",In the End - Single,,,,,,Alternative,7677581,218,1,1,2,3,2019,"7/15/21, 12:25 PM","7/15/21, 12:25 PM",256,44100,,Apple Music AAC audio file,,,5,"7/26/21, 12:56 PM",1,"1/6/22, 3:54 PM",,
Just the Two of Us,"Grover Washington, Jr. with Bill Withers","Salter, Macdonald & Withers",The Best Of Bill Withers: Lean On Me,,,,,,R&B/Soul,9063997,237,1,1,18,18,1981,"7/15/21, 11:44 PM","7/15/21, 11:44 PM",256,44100,,Apple Music AAC audio file,,,4,"1/6/22, 3:58 PM",,,,
Rooster,Alice In Chains,,Dirt,,,,,,Alternative,6020609,374,1,1,6,13,1992,"10/20/08, 1:57 AM","10/10/08, 11:56 AM",256,44100,,AAC audio file,,,1,"1/8/22, 7:25 PM",,,,
How Soon Is Now?,The Smiths,Johnny Marr & Morrissey,The Sound of The Smiths (Deluxe),,,,,,Alternative,14382801,407,1,1,7,47,1985,"7/17/21, 11:08 AM","7/17/21, 11:08 AM",256,44100,,Apple Music AAC audio file,,,1,"1/8/22, 7:31 PM",,,,
I'll Tumble 4 Ya,Culture Club,,Kissing to Be Clever,,,,,,Pop,5755674,156,1,1,3,9,1982,"7/19/21, 12:54 PM","7/19/21, 12:54 PM",256,44100,,Apple Music AAC audio file,,,1,"1/8/22, 7:34 PM",,,,
Walk On the Wild Side (Live),Lou Reed,Lou Reed,Take No Prisoners,,,,,,Rock,38964924,1014,2,2,3,4,1978,"6/20/21, 6:45 AM","6/20/21, 6:45 AM",256,44100,,Apple Music AAC audio file,,,2,"7/11/21, 9:02 PM",1,"7/2/21, 5:35 PM",,
Fuck_Th15,TOMZA,CAPT_TOMZACAY,H3ll0 W0rld,,,,,,Electronic,4063405,105,1,1,7,7,2017,"7/10/21, 5:21 PM","7/10/21, 5:21 PM",256,44100,,Apple Music AAC audio file,,,5,"7/12/21, 7:28 PM",1,"1/8/22, 8:42 PM",,
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,"Brian Holland, Lamont Dozier & Edward Holland Jr.","The Motown Story, Vol. 1 - The 1960s",,,,,,Disney,7939495,199,2,2,1,20,2003,"7/24/21, 6:57 PM","7/24/21, 6:57 PM",256,44100,,Apple Music AAC audio file,,,,,2,"1/8/22, 8:42 PM",,
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,"Brian Holland, Lamont Dozier & Edward Holland Jr.","The Motown Story, Vol. 1 - The 1960s",,,,,,Disney,7939495,199,2,2,1,20,2003,"7/24/21, 6:57 PM","7/24/21, 6:57 PM",256,44100,,Apple Music AAC audio file,,,,,2,"1/8/22, 8:42 PM",,
Don't You (Forget About Me),Simple Minds,Keith Forsey & Steve Schiff,Acoustic,,,,,,Rock,11073021,315,1,1,11,12,2016,"7/24/21, 7:19 PM","7/24/21, 7:19 PM",256,44100,,Apple Music AAC audio file,,,1,"1/8/22, 8:47 PM",,,,
Am I Wrong,Nico & Vinz,"Abdoulie Jallow, Kahouly Nicolay Sereba, Vincent Dery & William Wiik Larsen",Black Star Elephant,,,,,,Pop,8961574,245,1,1,2,21,2013,"7/24/21, 7:48 PM","7/24/21, 7:48 PM",256,44100,,Apple Music AAC audio file,,,1,"1/8/22, 8:51 PM",,,,
Memories,Maroon 5,"Adam Levine, Michael Pollack, Jonathan Bellion, Jordan Johnson, Stefan Johnson, Vincent Ford & Jacob Kasher Hindlin",Memories - Single,,,,,,Pop,6745067,189,1,1,1,1,2019,"7/24/21, 8:02 PM","7/24/21, 8:02 PM",256,44100,,Apple Music AAC audio file,,,1,"1/8/22, 8:54 PM",,,,
Astronaut In The Ocean,Masked Wolf,Harry Michael & Tyron Hapi,Astronaut In The Ocean - Single,,,,,,Hip-Hop/Rap,4941836,132,1,1,1,1,2019,"7/24/21, 10:11 PM","7/24/21, 10:11 PM",256,44100,,Apple Music AAC audio file,,,1,"1/11/22, 2:17 PM",,,,
Eleanor Rigby,Four Tops,John Lennon & Paul McCartney,Four Tops Now,,,,,,R&B/Soul,7325334,186,1,1,5,12,1969,"7/28/21, 12:37 PM","7/28/21, 12:37 PM",256,44100,,Apple Music AAC audio file,,,1,"1/11/22, 2:20 PM",,,,
Bed Room,Harmonize,Rajabu Abdukahal Ibrahim,Afro East,,,,,,Afro-Pop,7183880,200,1,1,1,17,2020,"7/30/21, 5:23 AM","7/30/21, 5:23 AM",256,44100,,Apple Music AAC audio file,,,1,"1/11/22, 2:23 PM",,,,
I Feel Like I'm Drowning,Two Feet,Zachary Dess,A 20 Something F**k,,,,,,Alternative,6635727,185,1,1,3,8,2017,"3/2/21, 5:48 PM","3/2/21, 5:48 PM",256,44100,,Apple Music AAC audio file,,,16,"1/11/22, 2:26 PM",2,"3/20/21, 12:47 PM",,
"Woman Like a Man (Live, Unplugged)",Damien Rice,Damien Rice,B-Sides,,,,,,Pop,9945211,284,1,1,3,7,2003,"8/6/21, 7:01 AM","8/6/21, 7:01 AM",256,44100,,Apple Music AAC audio file,,,1,"1/11/22, 2:31 PM",,,,
Ubomi Abumanga,Sun-El Musician & Msaki,Sun-El Musician,To the World & Beyond,,,,,,Dance,11890064,332,1,2,10,16,2020,"8/7/21, 11:30 AM","8/7/21, 11:30 AM",256,44100,,Apple Music AAC audio file,,,1,"1/11/22, 2:36 PM",,,,
Drive (feat. Delilah Montagu) [Edit],Black Coffee & David Guetta,"David Guetta, Tor Erik Hermansen, Nkosinathi Maphumulo, Ralph Wegner, Illsey Juber, Phillip Fender & Mikkel S. Eriksen",Subconsciously,,,,,,Dance,6906453,191,1,1,11,11,2018,"8/7/21, 11:33 AM","8/7/21, 11:33 AM",256,44100,,Apple Music AAC audio file,,,3,"1/11/22, 2:40 PM",,,,
Afterlife,Bob Ray & Mark Kramer,,Afterlife - Single,,,,,,Techno,18032706,506,1,1,1,2,2021,"8/7/21, 11:48 AM","8/7/21, 11:48 AM",256,44100,,Apple Music AAC audio file,,,4,"1/11/22, 2:48 PM",,,,
Apollo,Thomas Schumacher & Victor Ruiz,Thomas Schumacher & Victor Ruiz Huidobro,Apollo - Single,,,,,,Electronic,17726581,518,1,1,1,3,2016,"8/7/21, 12:11 PM","8/7/21, 12:11 PM",256,44100,,Apple Music AAC audio file,,,3,"9/25/21, 11:57 AM",1,"1/11/22, 2:48 PM",,
Brightest Lights (feat. POLIÇA) [Edit],Lane 8,"Kyle Kelso, Channy Leaneagh & Daniel Goldstein",Brightest Lights,,,,,,Dance,8633550,241,2,,1,,2019,"8/7/21, 12:14 PM","8/7/21, 12:14 PM",256,44100,,Apple Music AAC audio file,,,4,"9/25/21, 12:16 PM",1,"1/11/22, 2:48 PM",,
Ngci (feat. Mque),OSKIDO,"Oscar Mdlongwa, Mandilakhe Quentin Dada, Sihle Dlalisa & M Mahlangu",50 Degrees,,,,,,Dance,12443497,362,1,1,3,12,2017,"8/7/21, 12:33 PM","8/7/21, 12:33 PM",256,44100,,Apple Music AAC audio file,,,7,"1/11/22, 2:54 PM",,,,
Flug & Fall (Mixed),Ben Böhmer,Ben Böhmer-Bärtels,The Anjunadeep Edition 327,,,,,,Dance,12573033,351,1,1,12,30,2020,"8/7/21, 11:38 AM","8/7/21, 11:38 AM",256,44100,,Apple Music AAC audio file,,,7,"1/11/22, 3:00 PM",1,"9/27/21, 1:14 PM",,
Control,80’s Child,80’s Child,Cruise Control,,,,,,House,11745484,340,1,1,2,5,2014,"10/17/21, 4:52 PM","10/17/21, 4:52 PM",256,44100,,Apple Music AAC audio file,,,7,"1/11/22, 3:06 PM",,,,
Bad Habits,Ed Sheeran,"Ed Sheeran, Fred Gibson & Johnny McDaid",#ERROR!,,,,,,Pop,8174086,230,1,1,4,14,2021,"9/25/21, 3:43 PM","9/25/21, 3:43 PM",256,44100,,Apple Music AAC audio file,,,40,"1/12/22, 4:01 PM",,,,
Force of Nature,Kilgore,"Benjamin Kilgore, Benjamin Prosser, Chad Copelin & Jarod Evans",Force of Nature - Single,,,,,,Alternative,4660197,125,1,1,1,1,2019,"10/4/21, 10:59 PM","10/4/21, 10:59 PM",256,44100,,Apple Music AAC audio file,,,31,"1/11/22, 3:12 PM",,,,
Good Feeling,Flo Rida,,Wild Ones,,,,,,Hip-Hop/Rap,,248,1,1,4,11,2012,"8/8/14, 2:25 AM","8/8/14, 2:25 AM",256,44100,,Purchased AAC audio file,,,51,"1/11/22, 3:16 PM",,,,
Shooting Stars,Bag Raiders,Bag Raiders,Bag Raiders (Deluxe),,,,,,Pop,8833430,235,1,1,3,25,2008,"8/29/21, 1:16 PM","8/29/21, 1:16 PM",256,44100,,Apple Music AAC audio file,,,51,"1/11/22, 3:20 PM",1,"9/2/21, 4:08 PM",,
Unwell,Matchbox Twenty,,More Than You Think You Are,,,,,,Rock,3714223,228,1,1,4,12,2005,"1/20/08, 6:14 PM","1/12/07, 10:57 PM",256,44100,,AAC audio file,,,40,"1/11/22, 3:24 PM",1,"9/12/21, 7:30 PM",,
Hurricane,Bob Dylan,Bob Dylan & Jacques Levy,Desire,,,,,,Rock,19966930,512,1,1,1,9,1976,"8/20/21, 1:00 PM","8/20/21, 1:00 PM",256,44100,,Apple Music AAC audio file,,,27,"1/12/22, 2:45 PM",,,,
Rose Rouge (feat. Robert Owens),Pete Tong & HERO,Ludovic Navarre,Chilled Classics,,,,,,Dance,10763808,310,1,1,3,18,2019,"8/12/21, 11:09 AM","8/12/21, 11:09 AM",256,44100,,Apple Music AAC audio file,,,20,"1/12/22, 2:50 PM",,,,
Go Crazy (feat. Todd Edwards),Pete Tong & HERO,"Pete Tong, Todd Edwards, Jules Buckley, James Doman & Vula Malinga",Chilled Classics,,,,,,Dance,6463310,175,1,1,4,18,2019,"8/12/21, 11:16 AM","8/12/21, 11:16 AM",256,44100,,Apple Music AAC audio file,,,19,"1/12/22, 2:54 PM",,,,
Symphony of You (feat. Boy George),Pete Tong & HERO,"Pete Tong, Jules Buckley, Stephen Neil Edwards & James Doman",Chilled Classics,,,,,,Dance,7467916,208,1,1,5,18,2019,"8/12/21, 11:17 AM","8/12/21, 11:17 AM",256,44100,,Apple Music AAC audio file,,,15,"1/12/22, 2:57 PM",2,"9/6/21, 4:21 PM",,
Afeto,Mayra Andrade,Mayra Andrade,Manga,,,,,,Worldwide,9308963,264,1,1,1,13,2018,"8/20/21, 1:38 PM","8/20/21, 1:38 PM",256,44100,,Apple Music AAC audio file,,,13,"1/12/22, 3:01 PM",,,,
I Want It to Be You (feat. Mac Mase),Tatiana Manaois,,I Want It to Be You (feat. Mac Mase) - Single,,,,,,Singer/Songwriter,6354588,176,1,1,1,1,2015,"8/21/21, 11:25 PM","8/21/21, 11:25 PM",256,44100,,Apple Music AAC audio file,,,11,"1/12/22, 3:04 PM",2,"9/6/21, 4:51 PM",,
Praying to a God (Luke Remix),Mr. Probz,Lee Stashenko & Carlos St. John Philips,Praying to a God (Remixes) - Single,,,,,,Pop,6961537,194,1,1,2,3,2019,"9/19/21, 3:17 PM","9/19/21, 3:17 PM",256,44100,,Apple Music AAC audio file,,,3,"1/12/22, 3:08 PM",,,,
1st Time,Bakar,"Bakar, Zach Nahome, Sam Knowles, Jake Norman & Rob Harvey",1st Time - Single,,,,,,Alternative,6555174,181,1,1,1,1,2020,"9/19/21, 3:32 PM","9/19/21, 3:32 PM",256,44100,,Apple Music AAC audio file,,,2,"1/12/22, 3:11 PM",,,,
Paid In Full,Eric B. & Rakim,Eric Barrier & William Griffin,Paid In Full (Expanded),,,,,,Hip-Hop/Rap,8070282,228,1,1,6,12,1987,"9/19/21, 3:42 PM","9/19/21, 3:42 PM",256,44100,,Apple Music AAC audio file,,,2,"1/12/22, 3:15 PM",,,,
Lovely Day,Bill Withers,Bill Withers & Skip Scarborough,Menagerie,,,,,,Pop,9744025,257,1,1,1,9,1977,"9/19/21, 3:48 PM","9/19/21, 3:48 PM",256,44100,,Apple Music AAC audio file,,,2,"1/12/22, 3:20 PM",,,,
Ich bin der Regen,2raumwohnung,Inga Humpe & Tommi Eckart,36Grad,,,,,,Pop,8071344,228,1,1,5,13,2007,"9/19/21, 6:29 PM","9/19/21, 6:29 PM",256,44100,,Apple Music AAC audio file,,,3,"1/12/22, 3:27 PM",,,,
